,City,Quality of Life Index,Purchasing Power Index,Safety Index,Health Care Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,Pollution Index,Climate Index,Year
0,"Abu Dhabi, United Arab Emirates",159.21,158.23,83.29,56.71,61.47,5.07,28.9,55.15,0.35,2016
1,"Abu Dhabi, United Arab Emirates",155.88,136.07,84.49,58.36,65.96,4.81,25.61,54.5,6.01,2017
2,"Abu Dhabi, United Arab Emirates",175.14,131.24,86.37,62.03,64.97,5.0,28.67,51.23,43.89,2018
3,"Abu Dhabi, United Arab Emirates",172.29,106.6,89.03,68.74,62.64,5.78,26.53,47.52,43.89,2019
4,"Abu Dhabi, United Arab Emirates",155.9,105.35,86.85,48.02,62.28,5.76,27.67,65.8,-,2015
5,"Adelaide, Australia",193.68,113.86,65.74,72.47,86.02,5.51,34.28,21.14,94.86,2018
6,"Adelaide, Australia",206.65,126.41,67.84,74.2,67.47,4.43,29.75,19.67,94.96,2019
7,"Adelaide, Australia",215.52,163.1,59.6,66.6,77.89,5.17,26.69,26.06,90.61,2016
8,"Adelaide, Australia",164.83,93.75,58.04,62.79,98.9,6.28,26.29,23.36,-,2015
9,"Adelaide, Australia",214.61,131.88,58.68,56.25,121.02,3.59,20.75,12.64,-,2013
10,"Adelaide, Australia",199.84,110.82,66.28,73.29,80.25,5.95,29.92,21.98,89.35,2017
11,"Adelaide, Australia",176.71,104.04,58.35,61.11,103.12,4.97,20.2,25.99,-,2014
12,"Ahmedabad, India",119.59,59.11,63.27,68.7,24.06,8.27,39.48,73.76,49.27,2019
13,"Ahmedabad, India",121.53,73.59,59.51,67.36,28.67,7.74,42.35,73.38,48.31,2018
14,"Ahmedabad, India",111.03,61.37,81.82,61.67,31.2,8.25,52.0,58.79,-,2013
15,"Ahmedabad, India",110.13,65.96,77.99,67.13,27.37,6.99,46.17,70.35,-,2015
16,"Ahmedabad, India",108.2,66.1,76.59,67.13,27.06,6.77,49.0,70.47,-,2014
17,"Ahmedabad, India",106.74,61.66,71.25,70.6,25.96,8.89,39.47,72.32,0.47,2017
18,"Albuquerque, NM, United States",177.22,123.57,31.94,68.23,65.73,2.73,29.74,20.7,67.51,2018
19,"Albuquerque, NM, United States",178.03,122.06,31.37,72.22,64.2,3.05,26.44,22.54,67.06,2019
20,"Almaty, Kazakhstan",51.32,47.17,53.18,65.28,56.8,11.64,40.0,78.74,-,2015
21,"Almaty, Kazakhstan",103.25,46.81,49.94,56.05,36.05,12.13,29.71,77.55,58.3,2018
22,"Almaty, Kazakhstan",119.87,61.77,50.31,66.36,31.31,13.05,24.33,72.08,46.0,2016
23,"Almaty, Kazakhstan",105.82,49.62,49.73,65.81,32.67,12.58,26.6,77.19,37.3,2017
24,"Almaty, Kazakhstan",87.69,40.18,27.18,51.1,30.19,12.42,30.57,76.69,58.3,2019
25,"Amman, Jordan",119.46,50.3,50.74,68.49,55.13,9.46,51.29,77.89,89.26,2016
26,"Amman, Jordan",42.15,39.15,52.21,68.31,62.63,8.44,51.4,80.2,-,2015
27,"Amman, Jordan",116.82,41.69,55.2,71.59,61.8,8.4,50.32,81.57,88.42,2017
28,"Amman, Jordan",113.8,40.96,58.4,66.78,56.76,8.02,44.21,78.56,89.05,2019
29,"Amman, Jordan",110.12,41.83,58.01,71.04,58.47,7.86,53.31,79.75,88.48,2018
30,"Amman, Jordan",39.95,37.58,49.73,72.72,63.93,8.07,60.2,77.27,-,2014
31,"Amsterdam, Netherlands",181.46,122.04,63.92,67.43,76.29,8.82,29.53,38.91,77.0,2016
32,"Amsterdam, Netherlands",173.29,96.16,65.52,70.74,80.88,11.31,30.93,30.77,87.45,2019
33,"Amsterdam, Netherlands",164.92,99.63,66.86,64.63,88.19,8.41,27.0,34.21,-,2015
34,"Amsterdam, Netherlands",176.19,90.41,67.4,72.78,78.01,10.36,27.86,32.08,77.0,2017
35,"Amsterdam, Netherlands",179.2,101.7,66.33,72.41,89.14,9.89,27.58,30.1,87.17,2018
36,"Ankara, Turkey",71.93,63.7,60.95,42.47,48.38,5.26,44.83,81.11,-,2014
37,"Ankara, Turkey",93.05,57.18,72.53,69.72,61.66,5.65,31.6,78.97,-,2013
38,"Ankara, Turkey",129.54,62.0,57.15,70.21,37.33,7.0,35.45,73.46,58.49,2017
39,"Ankara, Turkey",131.85,56.89,56.56,69.91,41.21,7.05,34.43,73.66,91.02,2018
40,"Ankara, Turkey",137.17,81.87,53.82,66.91,44.02,6.22,38.2,66.51,58.41,2016
41,"Ankara, Turkey",130.16,49.39,58.65,66.99,34.29,6.91,36.32,71.58,91.49,2019
42,"Ankara, Turkey",88.46,64.84,60.68,63.15,48.24,5.52,38.45,78.55,-,2015
43,"Antwerp, Belgium",157.9,94.55,64.93,77.22,72.18,6.01,36.67,60.27,85.42,2019
44,"Athens, Greece",125.52,51.3,49.28,49.76,58.6,10.31,36.59,67.46,91.5,2017
45,"Athens, Greece",43.14,41.8,47.65,48.94,86.75,12.94,41.64,59.82,-,2014
46,"Athens, Greece",120.62,52.86,50.44,51.09,64.67,10.74,37.76,62.74,95.22,2018
47,"Athens, Greece",138.01,64.66,51.33,52.7,56.0,9.69,35.46,62.74,91.69,2016
48,"Athens, Greece",-35.53,45.38,39.87,51.69,101.53,11.01,38.67,140.0,-,2012
49,"Athens, Greece",126.58,50.25,51.89,54.39,58.31,10.3,35.95,58.25,95.18,2019
50,"Athens, Greece",31.7,47.63,42.51,46.11,91.83,12.5,41.44,71.78,-,2013
51,"Athens, Greece",57.36,45.54,49.46,49.08,70.48,11.31,39.91,58.14,-,2015
52,"Atlanta, GA, United States",168.57,139.39,35.99,71.21,75.7,3.4,36.42,55.12,79.66,2016
53,"Atlanta, GA, United States",162.22,156.21,40.14,68.52,75.7,2.76,54.0,75.69,-,2015
54,"Atlanta, GA, United States",168.22,153.77,35.01,64.42,74.97,2.55,46.51,49.74,89.74,2018
55,"Atlanta, GA, United States",166.55,148.36,35.19,65.63,76.09,2.74,39.03,54.6,74.47,2017
56,"Atlanta, GA, United States",169.9,145.47,36.37,64.21,72.26,2.93,44.22,44.7,89.73,2019
57,"Auckland, New Zealand",172.51,102.2,54.38,69.72,83.9,10.09,39.87,28.57,84.79,2017
58,"Auckland, New Zealand",154.59,89.08,53.64,72.28,96.24,6.87,34.83,25.46,-,2015
59,"Auckland, New Zealand",171.51,96.88,54.0,74.91,76.98,11.81,37.84,28.62,99.89,2019
60,"Auckland, New Zealand",184.06,118.81,56.92,74.81,80.38,9.85,41.47,30.59,90.42,2016
61,"Auckland, New Zealand",170.18,99.37,53.77,72.76,86.93,11.09,40.57,28.21,99.95,2018
62,"Auckland, New Zealand",147.94,89.13,50.63,72.13,107.55,6.35,34.0,29.02,-,2014
63,"Auckland, New Zealand",140.93,91.19,49.62,71.85,114.6,5.61,39.0,34.78,-,2013
64,"Austin, TX, United States",181.79,126.85,65.27,71.56,74.07,4.55,40.28,36.34,67.06,2017
65,"Austin, TX, United States",192.57,143.76,65.4,70.58,69.94,4.03,35.07,36.97,82.01,2019
66,"Austin, TX, United States",199.52,127.48,57.5,73.61,84.21,3.43,28.0,35.2,-,2013
67,"Austin, TX, United States",181.67,139.16,58.78,75.59,70.23,5.43,34.75,46.41,68.33,2016
68,"Austin, TX, United States",198.66,136.39,58.64,77.84,78.26,3.9,36.75,43.8,-,2015
69,"Austin, TX, United States",193.27,140.39,65.38,74.63,72.46,4.0,38.64,33.61,82.65,2018
70,"Baku, Azerbaijan",98.48,29.19,73.25,36.67,31.31,19.71,33.34,82.47,90.02,2018
71,"Baku, Azerbaijan",93.46,30.62,72.53,35.88,28.59,20.06,39.77,86.69,68.09,2017
72,"Baku, Azerbaijan",99.58,31.58,70.56,36.87,29.69,18.16,38.66,79.63,91.4,2019
73,"Baltimore, MD, United States",162.54,116.79,29.76,82.29,76.57,2.54,36.37,46.95,83.14,2018
74,"Baltimore, MD, United States",167.98,125.36,28.75,80.29,75.24,2.59,32.74,43.88,81.24,2019
75,"Bangalore, India",138.04,113.87,50.0,58.41,25.9,8.19,48.92,83.51,75.24,2016
76,"Bangalore, India",128.22,100.26,50.33,66.96,30.34,7.68,52.84,83.75,87.41,2018
77,"Bangalore, India",96.33,74.04,48.97,69.38,31.46,7.57,49.45,67.98,-,2013
78,"Bangalore, India",117.34,96.06,52.74,68.47,27.06,8.09,52.09,82.98,40.05,2017
79,"Bangalore, India",90.1,74.25,49.59,69.38,28.3,8.13,45.12,76.56,-,2014
80,"Bangalore, India",128.65,88.26,54.25,68.55,27.88,8.15,50.61,82.13,89.39,2019
81,"Bangalore, India",86.34,71.56,38.78,71.78,35.47,8.28,37.38,72.84,-,2012
82,"Bangalore, India",90.15,79.69,48.68,66.01,28.12,8.45,49.68,76.69,-,2015
83,"Bangkok, Thailand",51.49,50.32,54.73,82.25,48.68,22.26,50.73,73.29,-45.35,2016
84,"Bangkok, Thailand",93.8,41.15,54.25,78.52,55.25,22.94,45.92,73.85,58.39,2019
85,"Bangkok, Thailand",52.63,38.19,63.9,95.96,59.58,20.0,38.57,75.26,-,2013
86,"Bangkok, Thailand",57.3,49.07,51.44,82.16,49.65,19.45,50.69,72.28,-35.99,2017
87,"Bangkok, Thailand",-6.17,30.29,55.47,92.59,58.87,34.1,38.75,90.0,-,2012
88,"Bangkok, Thailand",46.89,39.31,62.05,90.15,52.81,19.91,36.5,80.41,-,2014
89,"Bangkok, Thailand",98.18,44.94,52.94,81.83,55.79,20.88,44.9,74.34,58.39,2018
90,"Bangkok, Thailand",46.11,42.45,64.3,86.42,52.1,19.24,48.9,79.43,-,2015
91,"Banja Luka, Bosnia And Herzegovina",152.36,60.43,69.38,50.14,34.59,12.14,24.4,51.41,77.96,2016
92,"Banja Luka, Bosnia And Herzegovina",69.29,42.62,66.33,39.35,51.44,13.08,24.6,59.0,-,2014
93,"Banja Luka, Bosnia And Herzegovina",77.69,46.33,66.33,39.35,42.46,11.63,24.6,59.0,-,2015
94,"Banja Luka, Bosnia And Herzegovina",87.78,47.11,71.15,58.33,48.52,13.41,17.0,61.82,-,2013
95,"Banja Luka, Bosnia And Herzegovina",150.78,51.23,72.66,51.71,34.7,12.83,26.91,48.31,77.42,2017
96,"Barcelona, Spain",81.53,78.06,58.53,58.47,88.48,12.93,30.5,75.86,-,2013
97,"Barcelona, Spain",147.64,83.1,60.35,72.99,61.13,11.78,35.5,69.43,86.15,2017
98,"Barcelona, Spain",158.99,111.05,58.21,70.75,62.86,9.84,35.55,70.97,89.34,2016
99,"Barcelona, Spain",93.26,73.62,57.89,69.47,68.94,11.11,28.71,73.16,-,2015
100,"Barcelona, Spain",135.19,77.27,54.16,71.95,69.75,13.99,31.93,69.84,95.73,2018
101,"Barcelona, Spain",141.85,76.02,57.25,75.36,60.2,13.81,31.03,65.83,95.73,2019
102,"Barcelona, Spain",83.25,66.67,59.13,69.75,82.13,12.96,28.71,70.94,-,2014
103,"Beijing, China",75.2,70.92,58.35,66.09,48.92,33.75,51.45,93.3,45.36,2017
104,"Beijing, China",84.38,85.73,63.42,55.56,51.39,33.45,46.8,89.09,45.36,2016
105,"Beijing, China",-2.49,53.27,54.42,60.56,52.97,33.06,36.17,97.05,-,2015
106,"Beijing, China",65.11,70.73,47.21,63.29,43.71,45.3,45.0,88.71,57.64,2019
107,"Beijing, China",63.2,76.61,51.91,64.14,46.09,48.13,48.58,91.9,57.7,2018
108,"Beirut, Lebanon",105.6,49.12,54.94,68.81,60.41,15.14,38.23,90.47,94.74,2019
109,"Beirut, Lebanon",13.72,43.59,54.04,54.17,77.87,17.5,41.75,91.03,-,2013
110,"Beirut, Lebanon",13.51,40.45,50.02,63.43,73.62,18.66,41.75,88.25,-,2014
111,"Beirut, Lebanon",104.16,51.84,50.82,67.72,64.27,15.05,35.21,87.37,69.39,2017
112,"Beirut, Lebanon",20.2,46.77,47.53,70.23,69.86,17.93,41.75,91.64,-,2015
113,"Beirut, Lebanon",105.98,65.42,48.85,71.94,66.37,15.05,39.57,92.99,73.42,2016
114,"Beirut, Lebanon",104.39,52.68,50.09,69.42,65.03,17.43,33.33,90.3,93.94,2018
115,"Belfast, United Kingdom",181.65,95.29,65.94,33.33,92.78,4.2,20.67,7.47,-,2013
116,"Belgrade, Serbia",47.08,39.25,62.03,52.53,54.93,20.41,26.0,65.14,-,2013
117,"Belgrade, Serbia",127.65,40.31,62.88,55.58,36.28,21.24,33.42,58.53,84.16,2017
118,"Belgrade, Serbia",129.77,47.59,59.35,57.21,36.55,20.21,31.03,61.29,84.16,2016
119,"Belgrade, Serbia",114.94,40.25,63.05,54.14,43.99,21.69,32.3,60.16,84.02,2018
120,"Belgrade, Serbia",112.44,38.01,62.75,54.78,39.3,22.21,34.73,60.9,84.14,2019
121,"Belgrade, Serbia",63.97,39.64,63.96,52.72,54.88,18.04,26.0,54.95,-,2014
122,"Belgrade, Serbia",57.49,40.02,59.43,53.78,45.17,18.24,26.76,60.09,-,2015
123,"Belgrade, Serbia",5.63,32.04,68.62,47.62,60.0,24.48,26.0,92.74,-,2012
124,"Belo Horizonte, Brazil",35.23,40.7,34.32,60.32,52.36,19.84,51.5,50.47,-,2015
125,"Belo Horizonte, Brazil",95.4,35.32,30.91,56.89,50.41,19.98,52.37,57.97,98.74,2018
126,"Belo Horizonte, Brazil",107.78,35.19,34.02,59.22,43.53,16.89,45.47,53.76,98.5,2019
127,"Bergen, Norway",191.28,105.33,83.33,84.95,156.54,8.47,34.0,18.78,-,2013
128,"Bergen, Norway",196.96,99.55,84.27,89.4,140.03,9.05,28.4,15.19,-,2014
129,"Berlin, Germany",172.32,114.09,59.03,75.3,74.32,9.6,32.31,41.32,83.35,2018
130,"Berlin, Germany",174.73,116.11,63.28,78.7,64.18,8.84,32.42,42.15,62.3,2017
131,"Berlin, Germany",170.63,97.08,67.45,75.0,74.72,7.49,42.0,28.61,-,2015
132,"Berlin, Germany",166.8,104.74,60.19,70.27,68.62,10.53,33.21,40.63,83.35,2019
133,"Berlin, Germany",215.25,140.62,77.34,64.81,89.06,5.74,23.0,40.0,-,2012
134,"Berlin, Germany",177.4,122.7,61.46,76.03,66.34,8.59,33.5,38.05,62.3,2016
135,"Berlin, Germany",213.5,125.98,75.82,65.48,82.21,4.87,26.0,27.9,-,2013
136,"Berlin, Germany",173.06,99.44,72.25,73.08,84.51,6.22,49.46,28.04,-,2014
137,"Birmingham, United Kingdom",157.35,96.21,44.32,73.74,63.07,7.97,36.29,44.4,87.66,2019
138,"Bogota, Colombia",22.54,24.72,62.5,87.5,71.19,16.68,48.75,85.83,-,2012
139,"Bogota, Colombia",24.82,30.24,44.31,63.89,55.27,15.97,45.5,69.85,-,2014
140,"Bogota, Colombia",35.7,33.47,47.03,64.29,42.8,15.74,45.36,67.46,-,2015
141,"Bogota, Colombia",93.48,30.49,39.1,65.38,32.48,23.97,47.76,68.55,97.12,2019
142,"Bogota, Colombia",99.9,42.03,38.42,67.43,38.99,18.66,49.53,72.27,97.21,2018
143,"Bogota, Colombia",100.82,41.38,40.66,70.92,32.43,19.98,47.37,74.81,71.21,2016
144,"Bogota, Colombia",28.0,27.33,53.98,73.89,63.55,17.29,46.67,71.15,-,2013
145,"Bogota, Colombia",94.42,36.69,36.36,65.23,38.32,21.08,46.03,74.14,73.33,2017
146,"Boston, MA, United States",170.98,101.35,67.14,76.95,87.05,10.33,45.83,23.96,72.03,2018
147,"Boston, MA, United States",197.29,118.78,58.87,79.59,89.37,3.2,42.14,25.09,-,2015
148,"Boston, MA, United States",183.53,131.75,64.25,73.39,89.4,7.55,47.62,24.58,69.96,2017
149,"Boston, MA, United States",188.42,106.94,59.31,78.04,100.97,7.07,42.4,11.49,-,2013
150,"Boston, MA, United States",181.01,121.89,66.79,75.6,82.68,8.48,43.36,25.29,71.73,2019
151,"Boston, MA, United States",189.02,124.49,60.13,79.02,84.7,7.56,34.71,24.94,72.07,2016
152,"Boston, MA, United States",192.59,115.63,61.21,79.35,92.94,4.62,42.4,24.59,-,2014
153,"Brasilia, Brazil",111.15,66.93,42.21,48.07,58.75,11.93,20.8,30.46,-,2015
154,"Brasilia, Brazil",129.05,48.71,35.48,41.23,56.06,16.05,30.31,34.66,81.71,2017
155,"Brasilia, Brazil",143.23,68.33,34.74,41.41,40.69,14.75,30.82,32.66,84.08,2016
156,"Brasilia, Brazil",143.16,63.18,36.25,49.14,47.05,11.62,29.66,32.6,98.97,2019
157,"Brasilia, Brazil",128.31,49.33,35.56,46.98,53.84,16.38,34.71,32.92,99.21,2018
158,"Brasov, Romania",108.43,36.93,73.44,32.59,43.3,11.29,27.5,19.87,-,2015
159,"Bratislava, Slovakia",156.11,72.02,65.97,62.04,49.76,12.5,28.1,44.17,70.89,2016
160,"Bratislava, Slovakia",109.19,61.75,65.59,53.89,54.4,10.89,32.2,44.94,-,2015
161,"Bratislava, Slovakia",157.23,70.94,70.31,63.25,47.6,11.39,36.14,41.9,70.63,2017
162,"Bratislava, Slovakia",149.82,70.0,69.72,58.37,48.4,12.4,30.38,46.29,80.72,2019
163,"Bratislava, Slovakia",108.53,56.99,65.62,59.72,70.36,11.03,45.0,33.91,-,2013
164,"Bratislava, Slovakia",154.15,72.75,69.31,63.16,53.64,12.16,32.09,42.04,80.16,2018
165,"Brisbane, Australia",198.29,130.41,65.13,80.71,82.17,6.81,41.88,23.08,97.91,2018
166,"Brisbane, Australia",174.14,100.05,61.75,77.78,95.49,6.38,46.56,20.96,-,2015
167,"Brisbane, Australia",202.9,130.82,65.7,82.21,69.78,6.5,41.0,20.8,98.07,2019
168,"Brisbane, Australia",147.46,97.74,48.39,86.11,122.97,5.77,52.0,32.5,-,2012
169,"Brisbane, Australia",203.68,140.66,63.87,79.53,76.52,7.74,42.56,21.25,84.31,2016
170,"Brisbane, Australia",192.69,118.86,63.97,79.68,79.8,6.97,42.43,21.7,79.79,2017
171,"Brisbane, Australia",171.2,101.62,54.16,88.89,129.02,4.53,50.33,20.46,-,2013
172,"Brisbane, Australia",167.15,93.27,62.65,75.15,106.39,5.58,45.82,20.33,-,2014
173,"Bristol, United Kingdom",176.87,111.48,60.41,73.24,69.07,8.16,27.91,41.55,88.51,2019
174,"Bristol, United Kingdom",164.86,101.12,62.52,87.78,97.81,13.78,26.33,31.75,-,2015
175,"Brno, Czech Republic",122.87,64.32,67.55,62.5,49.71,11.18,30.0,41.05,-,2015
176,"Brno, Czech Republic",164.58,75.19,73.26,76.22,46.0,11.45,24.99,45.2,78.17,2019
177,"Brno, Czech Republic",116.97,62.88,65.13,56.76,58.03,10.2,30.22,41.02,-,2014
178,"Brno, Czech Republic",116.45,63.61,65.32,54.31,61.88,10.0,29.8,41.02,-,2013
179,"Brno, Czech Republic",90.44,60.62,67.84,58.1,65.68,10.18,27.25,68.0,-,2012
180,"Brno, Czech Republic",166.42,75.76,71.51,75.87,41.16,10.47,26.18,46.3,65.35,2017
181,"Brno, Czech Republic",161.92,73.86,71.62,76.36,50.29,11.92,26.68,44.15,77.25,2018
182,"Brno, Czech Republic",172.38,93.74,70.14,71.99,41.65,9.67,26.31,43.27,62.06,2016
183,"Brussels, Belgium",83.68,81.03,42.97,84.03,114.64,6.33,22.0,90.0,-,2012
184,"Brussels, Belgium",150.85,96.71,50.6,78.16,75.45,6.91,32.43,62.51,83.85,2019
185,"Brussels, Belgium",111.71,85.34,47.15,73.7,92.77,6.75,21.5,68.04,-,2015
186,"Brussels, Belgium",151.72,104.35,48.69,78.39,83.65,7.03,32.65,63.29,84.56,2018
187,"Brussels, Belgium",152.1,114.79,45.46,76.47,79.07,7.5,31.0,70.47,77.32,2016
188,"Brussels, Belgium",136.27,98.56,46.21,81.35,105.99,5.96,23.2,57.9,-,2013
189,"Brussels, Belgium",115.01,89.83,48.65,70.56,103.82,5.85,24.33,66.96,-,2014
190,"Brussels, Belgium",148.19,95.8,45.48,77.17,75.85,7.49,32.86,64.96,77.32,2017
191,"Bucharest, Romania",28.24,37.19,68.11,50.27,52.12,14.01,38.12,92.66,-,2014
192,"Bucharest, Romania",122.89,58.75,71.12,54.72,44.38,10.58,39.64,72.08,74.49,2018
193,"Bucharest, Romania",122.98,53.59,71.08,51.55,38.54,10.98,37.82,71.28,61.02,2017
194,"Bucharest, Romania",120.77,57.53,72.26,53.69,39.6,11.08,41.53,73.87,75.61,2019
195,"Bucharest, Romania",123.66,59.96,69.74,52.49,37.42,11.51,38.9,72.39,61.02,2016
196,"Bucharest, Romania",28.34,38.55,66.59,52.05,53.93,15.28,36.0,91.85,-,2013
197,"Bucharest, Romania",-17.36,36.31,71.88,55.37,53.98,15.75,34.5,140.71,-,2012
198,"Bucharest, Romania",52.92,39.04,68.73,51.43,44.79,12.82,35.45,76.06,-,2015
199,"Budapest, Hungary",74.71,46.64,61.58,48.67,61.31,9.67,41.54,55.1,-,2014
200,"Budapest, Hungary",86.18,47.99,58.44,54.56,51.15,8.94,35.47,52.08,-,2015
201,"Budapest, Hungary",79.75,45.5,65.82,60.42,61.23,10.39,29.0,62.8,-,2013
202,"Budapest, Hungary",125.49,55.54,63.04,49.79,51.0,14.1,36.98,54.57,77.71,2018
203,"Budapest, Hungary",126.07,57.54,63.49,46.68,45.56,14.83,37.9,52.74,78.41,2019
204,"Budapest, Hungary",49.37,39.19,70.16,64.81,65.62,10.49,31.0,90.25,-,2012
205,"Budapest, Hungary",136.9,60.56,58.88,51.85,42.55,10.1,34.44,52.69,66.89,2016
206,"Budapest, Hungary",132.89,52.33,61.36,53.05,43.9,11.59,35.84,52.35,66.49,2017
207,"Buenos Aires, Argentina",5.03,38.77,50.17,76.74,73.66,15.25,52.0,103.5,-,2012
208,"Buenos Aires, Argentina",123.49,60.03,37.59,71.25,56.05,12.98,47.89,57.04,98.22,2018
209,"Buenos Aires, Argentina",70.61,58.67,37.72,79.8,74.75,12.23,45.42,59.13,-,2015
210,"Buenos Aires, Argentina",77.8,57.75,44.86,81.6,71.3,10.47,47.22,60.59,-,2014
211,"Buenos Aires, Argentina",129.99,56.86,38.89,72.42,54.74,13.28,43.71,60.62,90.67,2017
212,"Buenos Aires, Argentina",59.33,53.33,40.54,79.17,74.29,10.68,52.6,66.47,-,2013
213,"Buenos Aires, Argentina",132.74,73.78,37.8,76.38,67.84,12.76,46.5,63.74,91.7,2016
214,"Buenos Aires, Argentina",112.47,53.49,37.13,69.18,35.3,23.81,48.51,54.5,98.28,2019
215,"Bursa, Turkey",179.35,80.74,73.22,78.78,43.58,3.94,40.0,25.71,57.45,2016
216,"Bursa, Turkey",164.45,43.84,76.42,79.35,36.02,5.84,35.23,40.65,93.39,2019
217,"Bursa, Turkey",188.48,67.07,78.62,86.54,35.32,4.62,37.65,30.08,76.58,2017
218,"Bursa, Turkey",156.73,58.66,83.23,76.98,49.33,4.34,42.38,28.11,-,2015
219,"Bursa, Turkey",172.7,55.63,80.27,81.93,40.26,5.87,36.78,37.58,92.64,2018
220,"Cairo, Egypt",-35.66,18.35,61.33,70.83,52.69,15.51,58.75,129.5,-,2012
221,"Cairo, Egypt",76.01,25.27,44.12,43.71,26.49,12.5,49.64,94.74,88.45,2018
222,"Cairo, Egypt",-12.49,27.48,38.95,51.09,38.18,10.55,60.29,100.83,-,2015
223,"Cairo, Egypt",76.45,24.72,47.6,42.91,27.87,12.75,51.72,93.73,88.45,2019
224,"Cairo, Egypt",-4.08,26.52,46.87,56.09,39.58,10.78,64.5,97.07,-,2014
225,"Cairo, Egypt",82.36,39.61,41.73,46.44,37.73,10.38,53.45,99.1,75.59,2016
226,"Cairo, Egypt",-8.24,21.6,51.19,56.48,45.17,13.35,58.75,96.36,-,2013
227,"Cairo, Egypt",82.51,28.1,44.09,42.47,22.76,10.81,52.41,95.99,75.59,2017
