,City,Quality of Life Index,Purchasing Power Index,Safety Index,Health Care Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,Pollution Index,Climate Index,Year
454,"Honolulu, HI, United States",161.81,103.08,58.27,66.93,94.15,8.99,42.0,41.5,95.23,2018
455,"Houston, TX, United States",150.98,121.27,40.8,75.29,89.86,2.65,39.77,60.37,-,2015
456,"Houston, TX, United States",145.37,120.57,43.21,75.61,86.52,2.59,40.94,67.46,-,2014
457,"Houston, TX, United States",161.36,150.24,37.31,74.39,75.4,1.93,43.51,57.12,59.4,2017
458,"Houston, TX, United States",149.92,138.45,40.66,66.76,75.19,3.28,38.0,69.72,62.62,2016
459,"Houston, TX, United States",162.23,133.92,38.28,79.44,78.09,2.1,43.0,63.79,-,2013
460,"Houston, TX, United States",167.14,145.38,39.14,72.12,70.37,2.28,43.25,55.77,86.08,2018
461,"Houston, TX, United States",171.0,146.52,39.09,72.27,63.62,2.2,42.21,52.36,85.53,2019
462,"Hyderabad, India",104.9,72.81,63.1,63.89,29.45,6.15,45.0,71.49,-,2013
463,"Hyderabad, India",128.79,67.71,65.08,67.46,24.0,7.7,41.96,76.88,73.54,2019
464,"Hyderabad, India",84.99,71.13,58.39,66.76,25.77,6.57,50.45,84.78,-,2015
465,"Hyderabad, India",80.33,66.59,59.24,62.77,25.56,6.93,50.45,82.88,-,2014
466,"Hyderabad, India",138.1,94.58,57.31,73.45,24.06,6.73,42.45,83.71,61.61,2016
467,"Hyderabad, India",129.9,74.08,62.71,69.55,24.06,7.07,40.36,80.55,53.7,2017
468,"Hyderabad, India",130.77,80.9,62.01,68.65,26.92,6.52,42.95,81.23,74.39,2018
469,"Iasi, Romania",136.59,49.63,74.67,65.51,33.87,12.75,34.6,61.27,61.73,2017
470,"Iasi, Romania",134.81,53.58,74.56,57.98,36.08,10.84,33.44,60.41,73.04,2019
471,"Iasi, Romania",136.31,51.29,73.31,59.55,39.81,11.94,29.71,57.38,73.04,2018
472,"Indianapolis, IN, United States",166.91,116.83,44.83,68.96,67.05,2.26,30.83,43.11,69.92,2019
473,"Islamabad, Pakistan",143.6,46.21,67.12,64.1,23.14,9.45,30.88,48.8,76.91,2019
474,"Islamabad, Pakistan",76.95,34.56,56.56,67.22,35.08,11.34,19.2,59.35,-,2015
475,"Istanbul, Turkey",111.44,42.03,51.01,67.87,37.66,12.49,52.57,69.73,93.02,2019
476,"Istanbul, Turkey",72.75,53.02,57.87,72.22,53.4,10.01,56.61,65.79,-,2015
477,"Istanbul, Turkey",116.5,54.57,49.65,67.89,44.73,12.38,55.03,67.11,95.38,2018
478,"Istanbul, Turkey",70.62,56.89,57.13,66.74,53.56,8.59,68.38,65.42,-,2014
479,"Istanbul, Turkey",77.02,62.92,57.64,80.38,68.98,7.44,72.4,69.44,-,2013
480,"Istanbul, Turkey",130.51,60.18,53.56,71.75,48.68,11.7,59.27,63.81,89.13,2016
481,"Istanbul, Turkey",55.71,58.8,66.63,73.89,77.93,6.11,74.4,90.0,-,2012
482,"Istanbul, Turkey",126.44,55.18,49.8,69.69,41.56,11.82,55.67,65.82,86.87,2017
483,"Izmir, Turkey",162.47,66.68,69.25,84.03,43.47,6.52,37.71,65.47,90.56,2016
484,"Izmir, Turkey",140.65,43.44,72.47,71.92,35.24,9.12,39.22,62.65,96.88,2019
485,"Izmir, Turkey",144.19,54.23,73.43,77.11,36.14,8.28,40.36,64.83,67.68,2017
486,"Izmir, Turkey",95.32,47.46,74.33,82.58,48.51,7.73,26.0,76.02,-,2015
487,"Izmir, Turkey",147.21,54.57,73.03,74.47,40.97,8.14,37.88,62.75,96.29,2018
488,"Jacksonville, FL, United States",185.15,133.31,41.71,74.83,69.0,2.03,35.19,32.56,87.81,2019
489,"Jakarta, Indonesia",-4.01,25.0,51.2,64.47,44.69,23.69,50.7,82.97,-,2015
490,"Jakarta, Indonesia",59.41,37.46,49.56,58.19,43.92,22.62,48.75,82.88,14.81,2016
491,"Jakarta, Indonesia",78.68,34.8,46.86,61.24,46.47,17.6,54.26,82.32,63.3,2018
492,"Jakarta, Indonesia",71.32,27.5,46.62,58.95,41.52,21.24,55.91,81.71,63.76,2019
493,"Jakarta, Indonesia",-13.03,31.65,51.73,38.33,58.01,14.93,56.25,98.06,-,2013
494,"Jakarta, Indonesia",57.4,41.45,47.22,62.97,48.43,16.85,57.25,86.43,9.62,2017
495,"Jakarta, Indonesia",-6.99,28.47,46.89,48.06,45.62,17.51,56.43,87.29,-,2014
496,"Jeddah (Jiddah), Saudi Arabia",134.03,113.18,51.19,56.7,51.0,3.48,39.21,78.96,63.92,2018
497,"Jeddah (Jiddah), Saudi Arabia",150.72,120.56,64.93,49.26,50.59,3.38,34.0,74.29,-,2015
498,"Jeddah (Jiddah), Saudi Arabia",143.15,102.74,61.98,55.97,49.58,3.33,33.2,72.73,66.17,2019
499,"Jeddah (Jiddah), Saudi Arabia",114.29,111.99,71.22,56.72,50.07,3.47,43.92,78.94,-1.45,2017
500,"Johannesburg, South Africa",115.74,118.08,17.21,57.05,48.96,2.68,39.87,73.68,-,2015
501,"Johannesburg, South Africa",142.27,111.67,21.51,60.11,44.99,2.8,46.44,72.72,92.6,2017
502,"Johannesburg, South Africa",93.79,94.16,16.07,59.98,67.16,3.68,34.62,69.31,-,2013
503,"Johannesburg, South Africa",108.14,98.51,16.39,60.62,52.81,3.24,36.83,62.51,-,2014
504,"Johannesburg, South Africa",148.52,130.0,16.64,60.3,37.58,2.97,44.82,73.68,92.2,2016
505,"Johannesburg, South Africa",129.37,89.95,19.71,58.96,45.76,3.55,42.31,61.84,91.38,2019
506,"Johannesburg, South Africa",75.67,97.31,13.04,69.07,78.79,2.77,36.0,91.67,-,2012
507,"Johannesburg, South Africa",142.3,125.99,21.14,61.41,50.02,2.52,44.92,65.58,91.42,2018
508,"Kansas City, MO, United States",185.36,135.13,39.77,75.25,68.81,2.08,24.54,33.71,75.08,2019
509,"Karachi, Pakistan",85.03,43.21,35.82,57.25,28.61,8.52,40.84,95.29,50.24,2017
510,"Karachi, Pakistan",82.09,39.06,37.8,58.22,27.1,11.05,45.22,94.51,70.96,2018
511,"Karachi, Pakistan",-13.27,30.39,20.2,47.1,31.91,14.29,27.25,98.77,-,2015
512,"Karachi, Pakistan",75.1,50.76,30.3,55.2,28.59,11.1,40.6,88.58,27.47,2016
513,"Karachi, Pakistan",82.06,33.2,41.57,58.7,21.58,16.85,39.12,91.04,71.32,2019
514,"Kathmandu, Nepal",78.69,25.32,64.89,55.51,31.19,29.22,41.79,95.6,92.64,2019
515,"Kelowna, Canada",174.26,105.57,51.81,71.3,66.99,5.36,29.3,23.34,59.65,2019
516,"Kharkiv, Ukraine",101.99,30.83,55.42,44.49,27.34,13.38,38.09,63.71,65.35,2019
517,"Kharkiv, Ukraine",100.48,27.19,53.23,43.04,24.85,16.55,36.93,57.1,63.99,2018
518,"Kiev, Ukraine",87.34,29.9,49.95,53.39,27.72,23.49,37.03,71.91,49.08,2017
519,"Kiev, Ukraine",90.57,33.79,58.56,55.25,29.77,26.48,35.7,77.7,55.51,2016
520,"Kiev, Ukraine",100.33,37.48,52.1,53.2,27.52,17.39,37.8,68.85,68.86,2018
521,"Kiev, Ukraine",104.51,39.0,52.0,53.86,30.27,14.28,39.66,67.21,69.95,2019
522,"Kiev, Ukraine",17.55,36.8,49.24,40.58,49.51,16.99,33.0,81.09,-,2014
523,"Kiev, Ukraine",12.16,33.93,45.81,36.48,53.58,17.88,36.6,74.6,-,2013
524,"Kiev, Ukraine",22.29,35.92,54.89,45.08,44.49,17.41,34.1,81.58,-,2015
525,"Kolkata, India",93.42,55.02,49.31,58.51,24.72,11.03,61.06,79.37,60.9,2019
526,"Kolkata, India",88.6,56.3,50.29,55.05,27.99,12.1,65.53,79.76,59.24,2018
527,"Kolkata, India",16.93,52.19,56.67,31.29,29.4,13.31,63.4,94.2,-,2013
528,"Kolkata, India",40.92,58.7,47.27,40.22,26.02,10.8,58.0,82.54,-,2015
529,"Kolkata, India",62.87,80.59,51.31,50.51,24.8,10.14,71.47,81.63,-19.93,2016
530,"Kolkata, India",37.48,55.61,51.48,32.84,26.18,11.16,60.88,80.16,-,2014
531,"Kolkata, India",-74.08,49.55,27.97,19.72,32.96,15.13,74.25,145.5,-,2012
532,"Kolkata, India",52.2,57.86,48.89,55.52,26.53,11.08,71.62,81.05,-22.75,2017
533,"Krakow (Cracow), Poland",90.02,63.8,64.18,61.11,44.47,12.38,32.0,67.81,-,2015
534,"Krakow (Cracow), Poland",132.39,73.59,64.02,62.73,45.79,11.58,30.18,70.53,72.38,2018
535,"Krakow (Cracow), Poland",134.79,69.33,71.16,62.38,40.43,11.75,30.69,70.43,73.86,2019
536,"Krakow (Cracow), Poland",139.68,81.0,64.34,65.72,38.51,12.28,31.7,69.72,62.25,2016
537,"Krakow (Cracow), Poland",138.73,73.94,68.92,63.19,38.58,11.13,32.29,68.86,60.63,2017
538,"Kuala Lumpur, Malaysia",43.23,96.65,26.84,60.05,42.32,9.65,46.35,74.89,-83.32,2016
539,"Kuala Lumpur, Malaysia",35.05,81.35,30.41,62.07,42.85,8.94,44.62,75.57,-94.64,2017
540,"Kuala Lumpur, Malaysia",44.4,78.15,23.44,67.22,57.24,5.54,29.0,112.92,-,2012
541,"Kuala Lumpur, Malaysia",65.61,73.61,26.05,57.24,51.94,9.23,43.67,70.48,-,2014
542,"Kuala Lumpur, Malaysia",67.19,67.28,31.09,56.21,57.6,8.81,43.29,65.74,-,2013
543,"Kuala Lumpur, Malaysia",64.89,71.8,24.66,63.03,48.21,9.53,38.92,73.76,-,2015
544,"Kuala Lumpur, Malaysia",106.67,80.73,31.77,62.4,46.28,11.14,42.14,72.97,57.04,2018
545,"Kuala Lumpur, Malaysia",110.13,76.11,32.98,65.01,41.81,11.41,40.09,69.03,56.55,2019
546,"Lagos, Nigeria",51.31,14.44,35.78,53.02,34.84,17.23,73.88,84.24,60.75,2019
547,"Lahore, Pakistan",101.52,51.44,53.1,61.81,29.53,15.63,43.26,78.94,67.52,2018
548,"Lahore, Pakistan",98.49,36.38,57.94,64.8,23.54,17.97,41.24,78.78,67.56,2019
549,"Lahore, Pakistan",87.22,47.35,48.87,59.26,32.29,13.61,40.29,80.11,27.54,2017
550,"Las Vegas, NV, United States",165.12,145.23,44.2,64.37,71.63,2.41,38.54,50.11,57.18,2017
551,"Las Vegas, NV, United States",165.66,148.81,44.83,56.95,70.97,2.25,31.2,50.57,58.8,2018
552,"Las Vegas, NV, United States",158.08,133.59,44.3,54.41,67.81,2.78,28.19,52.12,57.4,2019
553,"Leeds, United Kingdom",174.67,109.59,59.45,80.85,74.92,6.21,32.25,44.57,84.92,2018
554,"Leeds, United Kingdom",175.02,113.13,57.38,83.89,65.1,6.8,32.13,46.94,84.59,2019
555,"Leeds, United Kingdom",177.97,106.22,56.64,79.07,65.46,4.68,33.0,38.49,70.93,2017
556,"Lima, Peru",86.25,39.55,31.56,56.51,43.92,16.84,44.0,85.9,97.62,2018
557,"Lima, Peru",81.87,37.25,31.46,55.55,39.82,16.64,51.84,85.51,97.69,2019
558,"Lima, Peru",87.18,44.44,31.73,59.95,43.01,15.18,45.38,89.32,71.16,2017
559,"Lima, Peru",99.6,53.69,29.92,65.37,41.7,14.2,39.5,88.59,76.72,2016
560,"Limassol, Cyprus",159.43,80.0,68.28,49.66,58.16,8.19,17.06,53.94,95.74,2019
561,"Lisbon, Portugal",149.54,51.16,69.22,70.76,53.67,18.0,35.45,38.41,98.59,2019
562,"Lisbon, Portugal",167.53,61.33,66.94,68.03,50.47,14.74,34.27,34.26,94.26,2017
563,"Lisbon, Portugal",155.28,58.48,66.47,68.82,57.69,13.94,35.68,36.29,98.59,2018
564,"Lisbon, Portugal",102.92,63.25,58.35,66.27,78.69,8.45,35.4,51.89,-,2012
565,"Lisbon, Portugal",108.25,56.15,59.92,62.38,74.8,9.35,36.82,36.97,-,2013
566,"Lisbon, Portugal",175.44,76.2,65.18,68.56,50.87,12.09,35.85,34.41,96.14,2016
567,"Lisbon, Portugal",107.61,54.64,61.33,64.19,71.23,10.25,41.54,34.61,-,2014
568,"Lisbon, Portugal",116.23,57.74,65.27,64.08,59.53,10.37,39.41,35.16,-,2015
569,"Ljubljana, Slovenia",169.87,91.62,71.89,58.38,53.0,10.61,21.88,33.0,56.15,2016
570,"Ljubljana, Slovenia",122.43,59.39,65.41,60.96,77.54,11.88,20.8,31.84,-,2014
571,"Ljubljana, Slovenia",137.01,68.73,69.02,55.1,65.13,10.27,18.78,33.08,-,2015
572,"Ljubljana, Slovenia",168.19,74.7,75.03,65.24,65.47,12.31,27.85,26.93,76.3,2018
573,"Ljubljana, Slovenia",171.22,72.81,77.24,63.55,54.94,13.38,25.4,24.13,77.14,2019
574,"Ljubljana, Slovenia",125.62,58.52,67.06,71.76,80.76,13.71,24.67,28.17,-,2013
575,"Ljubljana, Slovenia",168.45,72.23,75.93,64.43,58.74,11.48,25.7,27.53,60.5,2017
576,"Ljubljana, Slovenia",111.73,55.29,64.29,76.11,81.91,15.56,24.67,35.0,-,2012
577,"London, United Kingdom",45.74,87.96,40.13,67.78,126.08,14.41,70.6,81.88,-,2012
578,"London, United Kingdom",124.8,92.61,52.25,67.75,88.69,22.19,48.38,59.56,88.44,2018
579,"London, United Kingdom",96.94,81.53,54.26,74.07,113.27,14.76,47.53,51.38,-,2014
580,"London, United Kingdom",97.09,82.95,53.43,74.73,105.8,16.56,44.05,51.99,-,2015
581,"London, United Kingdom",128.01,94.85,51.63,73.79,94.82,33.51,45.86,54.27,92.63,2016
582,"London, United Kingdom",83.67,79.85,49.86,69.53,110.69,15.31,50.55,55.3,-,2013
583,"London, United Kingdom",120.87,83.32,53.83,69.26,81.63,27.8,47.34,55.72,75.72,2017
584,"London, United Kingdom",125.67,92.76,48.52,67.85,81.4,20.83,47.03,59.65,88.25,2019
585,"Los Angeles, CA, United States",158.63,124.27,45.33,60.15,80.67,5.7,45.0,62.09,95.86,2017
586,"Los Angeles, CA, United States",150.65,113.47,52.87,65.87,78.2,7.72,47.16,60.35,95.5,2019
587,"Los Angeles, CA, United States",145.41,109.01,51.57,64.26,82.3,8.42,47.42,61.93,95.9,2018
588,"Los Angeles, CA, United States",128.45,109.74,34.26,68.61,82.74,5.73,61.75,47.41,-,2013
589,"Los Angeles, CA, United States",161.47,136.93,46.4,65.09,69.41,5.17,45.33,60.92,-,2015
590,"Los Angeles, CA, United States",157.81,127.13,45.76,65.37,77.78,9.02,36.73,70.79,96.14,2016
591,"Los Angeles, CA, United States",121.27,117.97,39.45,83.33,94.78,5.89,52.33,76.04,-,2012
592,"Luxembourg, Luxembourg",195.15,127.42,71.36,79.04,95.37,10.31,34.88,20.11,82.75,2018
593,"Luxembourg, Luxembourg",193.24,112.79,74.51,78.1,89.64,10.69,33.65,17.15,82.62,2019
594,"Luxembourg, Luxembourg",187.65,117.13,75.55,74.54,79.84,11.89,33.5,20.39,62.83,2017
595,"Lviv, Ukraine",92.89,24.38,59.13,54.34,24.29,25.91,44.7,55.34,43.68,2017
596,"Lviv, Ukraine",115.36,31.68,61.56,56.27,26.93,16.02,35.69,55.88,69.61,2019
597,"Lviv, Ukraine",103.65,26.88,60.08,55.61,25.31,20.18,42.24,58.14,69.61,2018
598,"Madison, WI, United States",204.36,136.4,72.41,79.58,63.48,3.3,23.88,20.78,51.64,2019
599,"Madrid, Spain",95.29,68.46,63.88,75.19,82.2,13.13,34.88,63.54,-,2014
600,"Madrid, Spain",156.69,96.36,58.62,79.24,67.63,9.64,36.74,54.78,85.3,2018
601,"Madrid, Spain",167.74,101.77,68.28,76.17,60.79,11.16,34.64,61.39,87.98,2016
602,"Madrid, Spain",164.94,85.18,68.54,78.3,60.49,11.27,38.09,54.94,88.62,2017
603,"Madrid, Spain",108.58,93.39,78.35,62.92,90.54,11.06,26.25,86.67,-,2012
604,"Madrid, Spain",119.61,84.94,60.66,73.51,84.97,12.34,29.17,56.32,-,2013
605,"Madrid, Spain",111.9,74.02,64.4,73.29,69.1,11.43,32.08,59.35,-,2015
606,"Madrid, Spain",150.74,79.59,64.85,78.58,60.48,12.26,35.24,56.28,85.47,2019
607,"Manama, Bahrain",145.76,70.89,74.51,64.37,55.95,8.25,29.71,57.5,64.31,2019
608,"Manchester, United Kingdom",150.33,98.91,44.11,77.42,77.15,7.12,40.93,54.07,87.28,2018
609,"Manchester, United Kingdom",157.22,99.03,47.59,73.23,84.8,7.64,38.82,43.56,75.16,2016
610,"Manchester, United Kingdom",154.38,97.0,46.84,76.71,69.06,5.97,41.89,52.26,74.07,2017
611,"Manchester, United Kingdom",114.21,63.49,47.75,86.11,104.72,6.23,45.25,37.11,-,2014
612,"Manchester, United Kingdom",108.13,71.54,49.87,70.44,91.85,9.49,42.67,42.34,-,2015
613,"Manchester, United Kingdom",147.53,96.52,44.19,77.7,67.68,9.09,40.57,55.62,86.95,2019
614,"Mangalore, India",169.52,106.45,82.49,78.77,21.92,5.15,30.86,18.45,-17.12,2017
615,"Mangalore, India",167.93,69.57,74.58,78.31,23.25,14.16,32.2,27.21,66.65,2019
616,"Mangalore, India",187.68,94.53,75.32,78.05,25.46,5.58,33.61,24.9,67.56,2018
617,"Manila, Philippines",-20.57,26.65,33.64,80.56,47.94,28.16,54.0,84.83,-,2013
618,"Manila, Philippines",31.41,47.8,39.08,68.31,40.43,12.19,57.59,92.51,-47.67,2017
619,"Manila, Philippines",67.42,38.84,40.57,60.47,38.92,19.72,56.44,91.75,61.23,2019
620,"Manila, Philippines",74.58,43.04,40.83,66.84,42.4,16.88,56.1,91.03,60.2,2018
621,"Manila, Philippines",41.1,46.51,50.79,63.86,41.46,15.79,60.64,96.08,-19.97,2016
622,"Manila, Philippines",4.42,37.63,32.27,61.92,46.03,11.26,53.82,94.75,-,2015
623,"Medellin, Colombia",133.9,37.96,49.27,73.6,33.91,15.9,35.0,64.79,96.03,2017
624,"Medellin, Colombia",113.74,29.33,54.61,76.98,35.87,20.35,42.11,66.53,99.76,2018
625,"Medellin, Colombia",122.75,35.97,53.92,76.71,30.53,16.83,38.16,65.36,99.76,2019
626,"Melbourne, Australia",146.96,102.31,51.25,76.67,128.05,10.0,39.53,31.74,-,2013
627,"Melbourne, Australia",185.84,127.15,57.64,74.94,85.15,9.03,38.41,27.79,94.38,2018
628,"Melbourne, Australia",171.77,107.25,59.17,76.31,108.72,8.3,40.81,24.25,-,2014
629,"Melbourne, Australia",182.96,113.38,60.12,75.14,97.03,8.45,36.84,23.34,-,2015
630,"Melbourne, Australia",107.12,97.41,45.98,72.22,125.54,10.49,31.56,64.03,-,2012
631,"Melbourne, Australia",210.71,153.2,64.18,77.58,75.35,8.52,35.7,25.23,89.15,2016
632,"Melbourne, Australia",183.33,120.94,55.67,75.18,72.11,9.14,39.22,27.63,94.3,2019
633,"Melbourne, Australia",193.71,127.42,58.98,75.15,80.31,7.61,35.9,29.63,89.15,2017
634,"Mexico City, Mexico",109.42,64.78,33.96,64.58,39.16,10.84,47.09,84.42,78.39,2016
635,"Mexico City, Mexico",102.97,58.17,33.9,66.86,33.59,10.03,54.11,88.02,77.0,2017
636,"Mexico City, Mexico",-15.08,48.64,20.94,68.47,58.57,11.85,30.5,128.0,-,2012
637,"Mexico City, Mexico",49.48,59.15,34.29,65.2,47.09,8.06,48.0,83.44,-,2015
638,"Mexico City, Mexico",100.72,64.03,33.43,65.07,37.54,11.04,51.7,86.67,92.37,2018
639,"Mexico City, Mexico",92.82,49.76,31.83,64.25,35.3,15.6,50.68,82.53,92.37,2019
640,"Mexico City, Mexico",53.89,60.1,34.72,64.58,53.39,7.52,50.56,78.55,-,2014
641,"Mexico City, Mexico",23.73,47.33,22.14,61.76,57.67,11.05,56.0,74.45,-,2013
642,"Miami, FL, United States",131.58,105.63,40.29,61.11,84.24,4.31,59.2,44.76,-,2015
643,"Miami, FL, United States",130.87,90.43,46.11,55.66,86.22,6.64,42.07,40.06,41.99,2017
644,"Miami, FL, United States",151.75,86.92,47.09,64.04,80.45,5.91,43.02,37.91,85.69,2019
645,"Miami, FL, United States",153.69,97.81,45.81,64.08,86.01,5.76,43.68,39.5,85.67,2018
646,"Miami, FL, United States",149.87,132.1,39.3,60.19,79.98,5.95,45.5,39.13,48.19,2016
647,"Milan, Italy",62.4,77.18,43.8,71.36,104.1,15.25,36.0,79.0,-,2013
648,"Milan, Italy",56.18,73.0,47.76,67.54,100.43,17.48,44.0,74.36,-,2014
649,"Milan, Italy",128.81,76.86,52.81,70.96,76.81,17.87,37.62,63.64,75.5,2017
650,"Milan, Italy",13.59,71.07,46.82,68.9,104.3,16.28,37.25,120.0,-,2012
651,"Milan, Italy",61.89,73.98,47.95,68.58,83.73,18.7,39.36,73.52,-,2015
652,"Milan, Italy",138.06,93.29,50.18,74.92,73.85,16.96,39.22,63.08,78.15,2016
653,"Milan, Italy",126.1,71.94,55.03,72.79,85.1,17.86,39.58,63.85,88.26,2018
654,"Milan, Italy",127.59,68.87,55.58,71.06,72.64,17.28,37.39,63.46,88.12,2019
655,"Milwaukee, WI, United States",158.89,102.27,34.71,66.46,70.22,2.95,30.2,31.8,60.96,2019
656,"Minneapolis, MN, United States",190.5,142.26,57.28,75.66,81.06,3.11,23.75,25.22,45.41,2016
657,"Minneapolis, MN, United States",186.38,131.08,50.88,81.01,81.46,2.92,33.0,20.22,51.46,2018
658,"Minneapolis, MN, United States",181.51,125.9,51.28,80.03,75.33,3.11,33.38,23.49,49.46,2019
659,"Minneapolis, MN, United States",177.63,119.76,53.18,79.56,82.92,3.23,34.31,19.37,42.41,2017
660,"Minsk, Belarus",141.32,43.77,74.12,59.34,35.3,15.05,29.24,37.84,64.33,2018
661,"Minsk, Belarus",119.58,36.44,78.65,58.88,34.73,18.8,27.96,42.27,20.07,2017
662,"Minsk, Belarus",143.39,45.98,77.01,60.11,33.4,14.1,28.62,40.88,64.37,2019
663,"Minsk, Belarus",123.28,40.11,75.25,60.04,40.51,22.13,31.08,39.67,35.63,2016
664,"Minsk, Belarus",76.24,36.39,71.45,50.4,51.71,16.08,30.2,46.33,-,2015
665,"Mississauga, Canada",178.41,121.14,56.41,68.16,65.05,8.23,30.81,22.41,58.72,2019
666,"Monterrey, Mexico",149.52,91.05,49.33,58.82,32.93,4.21,27.2,65.43,65.86,2017
667,"Monterrey, Mexico",130.02,65.93,48.63,63.13,34.98,6.86,31.3,70.05,80.37,2019
668,"Monterrey, Mexico",185.71,167.35,48.61,56.62,39.08,2.82,27.46,55.12,65.86,2016
669,"Monterrey, Mexico",138.78,84.22,49.44,58.56,38.45,5.83,31.48,66.64,80.37,2018
670,"Montevideo, Uruguay",128.79,53.54,44.88,64.95,56.67,12.88,40.0,52.76,98.04,2019
671,"Montevideo, Uruguay",108.47,35.71,44.11,61.44,67.18,18.18,43.32,57.76,97.87,2018
672,"Montevideo, Uruguay",124.82,52.04,42.35,65.45,57.04,13.92,52.29,56.71,91.86,2016
673,"Montevideo, Uruguay",108.87,32.43,44.27,67.24,70.16,20.02,51.78,56.6,89.08,2017
674,"Montreal, Canada",163.44,103.16,64.99,61.93,71.16,6.49,40.91,32.3,55.23,2017
675,"Montreal, Canada",153.89,100.23,62.08,69.19,83.27,4.86,48.13,42.06,-,2014
676,"Montreal, Canada",159.85,100.25,63.45,66.07,81.15,5.52,44.19,36.66,-,2015
677,"Montreal, Canada",164.99,114.23,70.88,70.5,99.58,3.95,32.17,58.75,-,2012
678,"Montreal, Canada",169.64,130.67,61.95,60.58,61.69,6.52,43.82,35.84,53.65,2016
679,"Montreal, Canada",175.65,120.17,68.37,66.77,88.24,4.39,44.09,45.71,-,2013
